100 Nodos 
99 Elementos 
2 Nodos por elemento 
1 grados de libertad por nodo 
Elementos 
 #Elemento n1 n2 A(m^2)  E (Pa) 
 1  1  2   0.001  210000000000.000  
 2  2  3   0.001  210000000000.000  
 3  3  4   0.001  210000000000.000  
 4  4  5   0.001  210000000000.000  
 5  5  6   0.001  210000000000.000  
 6  6  7   0.001  210000000000.000  
 7  7  8   0.001  210000000000.000  
 8  8  9   0.001  210000000000.000  
 9  9  10   0.001  210000000000.000  
 10  10  11   0.001  210000000000.000  
 11  11  12   0.001  210000000000.000  
 12  12  13   0.001  210000000000.000  
 13  13  14   0.001  210000000000.000  
 14  14  15   0.001  210000000000.000  
 15  15  16   0.001  210000000000.000  
 16  16  17   0.001  210000000000.000  
 17  17  18   0.001  210000000000.000  
 18  18  19   0.001  210000000000.000  
 19  19  20   0.001  210000000000.000  
 20  20  21   0.001  210000000000.000  
 21  21  22   0.001  210000000000.000  
 22  22  23   0.001  210000000000.000  
 23  23  24   0.001  210000000000.000  
 24  24  25   0.001  210000000000.000  
 25  25  26   0.001  210000000000.000  
 26  26  27   0.001  210000000000.000  
 27  27  28   0.001  210000000000.000  
 28  28  29   0.001  210000000000.000  
 29  29  30   0.001  210000000000.000  
 30  30  31   0.001  210000000000.000  
 31  31  32   0.001  210000000000.000  
 32  32  33   0.001  210000000000.000  
 33  33  34   0.001  210000000000.000  
 34  34  35   0.001  210000000000.000  
 35  35  36   0.001  210000000000.000  
 36  36  37   0.001  210000000000.000  
 37  37  38   0.001  210000000000.000  
 38  38  39   0.001  210000000000.000  
 39  39  40   0.001  210000000000.000  
 40  40  41   0.001  210000000000.000  
 41  41  42   0.001  210000000000.000  
 42  42  43   0.001  210000000000.000  
 43  43  44   0.001  210000000000.000  
 44  44  45   0.001  210000000000.000  
 45  45  46   0.001  210000000000.000  
 46  46  47   0.001  210000000000.000  
 47  47  48   0.001  210000000000.000  
 48  48  49   0.001  210000000000.000  
 49  49  50   0.001  210000000000.000  
 50  50  51   0.001  210000000000.000  
 51  51  52   0.001  210000000000.000  
 52  52  53   0.001  210000000000.000  
 53  53  54   0.001  210000000000.000  
 54  54  55   0.001  210000000000.000  
 55  55  56   0.001  210000000000.000  
 56  56  57   0.001  210000000000.000  
 57  57  58   0.001  210000000000.000  
 58  58  59   0.001  210000000000.000  
 59  59  60   0.001  210000000000.000  
 60  60  61   0.001  210000000000.000  
 61  61  62   0.001  210000000000.000  
 62  62  63   0.001  210000000000.000  
 63  63  64   0.001  210000000000.000  
 64  64  65   0.001  210000000000.000  
 65  65  66   0.001  210000000000.000  
 66  66  67   0.001  210000000000.000  
 67  67  68   0.001  210000000000.000  
 68  68  69   0.001  210000000000.000  
 69  69  70   0.001  210000000000.000  
 70  70  71   0.001  210000000000.000  
 71  71  72   0.001  210000000000.000  
 72  72  73   0.001  210000000000.000  
 73  73  74   0.001  210000000000.000  
 74  74  75   0.001  210000000000.000  
 75  75  76   0.001  210000000000.000  
 76  76  77   0.001  210000000000.000  
 77  77  78   0.001  210000000000.000  
 78  78  79   0.001  210000000000.000  
 79  79  80   0.001  210000000000.000  
 80  80  81   0.001  210000000000.000  
 81  81  82   0.001  210000000000.000  
 82  82  83   0.001  210000000000.000  
 83  83  84   0.001  210000000000.000  
 84  84  85   0.001  210000000000.000  
 85  85  86   0.001  210000000000.000  
 86  86  87   0.001  210000000000.000  
 87  87  88   0.001  210000000000.000  
 88  88  89   0.001  210000000000.000  
 89  89  90   0.001  210000000000.000  
 90  90  91   0.001  210000000000.000  
 91  91  92   0.001  210000000000.000  
 92  92  93   0.001  210000000000.000  
 93  93  94   0.001  210000000000.000  
 94  94  95   0.001  210000000000.000  
 95  95  96   0.001  210000000000.000  
 96  96  97   0.001  210000000000.000  
 97  97  98   0.001  210000000000.000  
 98  98  99   0.001  210000000000.000  
 99  99  100   0.001  210000000000.000  
Fin Elementos 
Nodos 
 #X Y  vins  Ux  Fx 
 0.0000  0.0  -1 0.0 -0.0061 
 0.0061  0.0  -1 0.0 -0.0367 
 0.0121  0.0  -1 0.0 -0.0735 
 0.0182  0.0  -1 0.0 -0.1102 
 0.0242  0.0  -1 0.0 -0.1469 
 0.0303  0.0  -1 0.0 -0.1837 
 0.0364  0.0  -1 0.0 -0.2204 
 0.0424  0.0  -1 0.0 -0.2571 
 0.0485  0.0  -1 0.0 -0.2938 
 0.0545  0.0  -1 0.0 -0.3306 
 0.0606  0.0  -1 0.0 -0.3673 
 0.0667  0.0  -1 0.0 -0.4040 
 0.0727  0.0  -1 0.0 -0.4408 
 0.0788  0.0  -1 0.0 -0.4775 
 0.0848  0.0  -1 0.0 -0.5142 
 0.0909  0.0  -1 0.0 -0.5510 
 0.0970  0.0  -1 0.0 -0.5877 
 0.1030  0.0  -1 0.0 -0.6244 
 0.1091  0.0  -1 0.0 -0.6612 
 0.1152  0.0  -1 0.0 -0.6979 
 0.1212  0.0  -1 0.0 -0.7346 
 0.1273  0.0  -1 0.0 -0.7713 
 0.1333  0.0  -1 0.0 -0.8081 
 0.1394  0.0  -1 0.0 -0.8448 
 0.1455  0.0  -1 0.0 -0.8815 
 0.1515  0.0  -1 0.0 -0.9183 
 0.1576  0.0  -1 0.0 -0.9550 
 0.1636  0.0  -1 0.0 -0.9917 
 0.1697  0.0  -1 0.0 -1.0285 
 0.1758  0.0  -1 0.0 -1.0652 
 0.1818  0.0  -1 0.0 -1.1019 
 0.1879  0.0  -1 0.0 -1.1387 
 0.1939  0.0  -1 0.0 -1.1754 
 0.2000  0.0  -1 0.0 -1.2121 
 0.2061  0.0  -1 0.0 -1.2489 
 0.2121  0.0  -1 0.0 -1.2856 
 0.2182  0.0  -1 0.0 -1.3223 
 0.2242  0.0  -1 0.0 -1.3590 
 0.2303  0.0  -1 0.0 -1.3958 
 0.2364  0.0  -1 0.0 -1.4325 
 0.2424  0.0  -1 0.0 -1.4692 
 0.2485  0.0  -1 0.0 -1.5060 
 0.2545  0.0  -1 0.0 -1.5427 
 0.2606  0.0  -1 0.0 -1.5794 
 0.2667  0.0  -1 0.0 -1.6162 
 0.2727  0.0  -1 0.0 -1.6529 
 0.2788  0.0  -1 0.0 -1.6896 
 0.2848  0.0  -1 0.0 -1.7264 
 0.2909  0.0  -1 0.0 -1.7631 
 0.2970  0.0  -1 0.0 -1.7998 
 0.3030  0.0  -1 0.0 -1.8365 
 0.3091  0.0  -1 0.0 -1.8733 
 0.3152  0.0  -1 0.0 -1.9100 
 0.3212  0.0  -1 0.0 -1.9467 
 0.3273  0.0  -1 0.0 -1.9835 
 0.3333  0.0  -1 0.0 -2.0202 
 0.3394  0.0  -1 0.0 -2.0569 
 0.3455  0.0  -1 0.0 -2.0937 
 0.3515  0.0  -1 0.0 -2.1304 
 0.3576  0.0  -1 0.0 -2.1671 
 0.3636  0.0  -1 0.0 -2.2039 
 0.3697  0.0  -1 0.0 -2.2406 
 0.3758  0.0  -1 0.0 -2.2773 
 0.3818  0.0  -1 0.0 -2.3140 
 0.3879  0.0  -1 0.0 -2.3508 
 0.3939  0.0  -1 0.0 -2.3875 
 0.4000  0.0  -1 0.0 -2.4242 
 0.4061  0.0  -1 0.0 -2.4610 
 0.4121  0.0  -1 0.0 -2.4977 
 0.4182  0.0  -1 0.0 -2.5344 
 0.4242  0.0  -1 0.0 -2.5712 
 0.4303  0.0  -1 0.0 -2.6079 
 0.4364  0.0  -1 0.0 -2.6446 
 0.4424  0.0  -1 0.0 -2.6814 
 0.4485  0.0  -1 0.0 -2.7181 
 0.4545  0.0  -1 0.0 -2.7548 
 0.4606  0.0  -1 0.0 -2.7916 
