# T EMEAN E2MEAN CV MMEAN  Mmean |M|mean siflips noflips 
     6.0000e+00     -9.1554e+01      8.9600e+03        1.6053e-04      1.5831e+00      1.8817e+01 74178 25822
     5.8980e+00     -9.0804e+01      8.8186e+03        1.6480e-04     -2.1305e+00      2.0020e+01 74186 25814
     5.7959e+00     -9.4980e+01      9.6662e+03        1.9202e-04     -1.2559e+00      1.9703e+01 73371 26629
     5.6939e+00     -9.3802e+01      9.3907e+03        1.8254e-04     -6.9178e-01      2.0353e+01 73314 26686
     5.5918e+00     -9.5896e+01      9.8394e+03        2.0572e-04      1.5287e+00      2.0847e+01 72733 27267
     5.4898e+00     -9.9031e+01      1.0412e+04        2.0074e-04     -1.0218e+00      1.7774e+01 72257 27743
     5.3878e+00     -1.0259e+02      1.1151e+04        2.1576e-04      3.0734e+00      2.1788e+01 71463 28537
     5.2857e+00     -1.0263e+02      1.1117e+04        2.0897e-04     -1.8916e+00      2.2041e+01 70899 29101
     5.1837e+00     -1.0378e+02      1.1330e+04        2.0855e-04     -4.7266e+00      2.1306e+01 70519 29481
     5.0816e+00     -1.0695e+02      1.2015e+04        2.2330e-04      6.0143e+00      2.0190e+01 69594 30406
     4.9796e+00     -1.1028e+02      1.2775e+04        2.4734e-04     -9.9038e-01      2.1580e+01 68957 31043
     4.8776e+00     -1.1066e+02      1.2880e+04        2.6699e-04     -9.3866e-01      2.2211e+01 68530 31470
     4.7755e+00     -1.1735e+02      1.4416e+04        2.8278e-04      8.7826e-01      2.4559e+01 67284 32716
     4.6735e+00     -1.1946e+02      1.4940e+04        3.0582e-04      6.3490e-01      2.2687e+01 66773 33227
     4.5714e+00     -1.1998e+02      1.5070e+04        3.2284e-04      1.3290e-01      2.2164e+01 66410 33590
     4.4694e+00     -1.2151e+02      1.5401e+04        3.1851e-04      1.6051e+00      2.4739e+01 65917 34083
     4.3673e+00     -1.3002e+02      1.7566e+04        3.4562e-04     -7.0206e-01      2.2025e+01 63863 36137
     4.2653e+00     -1.3157e+02      1.7959e+04        3.5573e-04      1.5489e+00      2.2673e+01 63582 36418
     4.1633e+00     -1.3722e+02      1.9518e+04        3.9644e-04      4.6714e-01      2.3799e+01 62304 37696
     4.0612e+00     -1.3987e+02      2.0285e+04        4.3736e-04      2.9822e+00      2.6255e+01 61527 38473
     3.9592e+00     -1.4417e+02      2.1417e+04        4.0278e-04     -4.2430e+00      2.5080e+01 60706 39294
     3.8571e+00     -1.4938e+02      2.3078e+04        5.1260e-04      6.3566e+00      2.7733e+01 59403 40597
     3.7551e+00     -1.5757e+02      2.5601e+04        5.4796e-04      1.0563e+01      2.9603e+01 57739 42261
     3.6531e+00     -1.5952e+02      2.6131e+04        5.1220e-04     -3.7950e+00      3.2398e+01 56877 43123
     3.5510e+00     -1.6609e+02      2.8347e+04        6.0281e-04     -4.8802e-01      2.7506e+01 55259 44741
     3.4490e+00     -1.7527e+02      3.1533e+04        6.8506e-04     -2.9432e-01      3.0837e+01 53505 46495
     3.3469e+00     -1.8004e+02      3.3180e+04        6.8406e-04      1.2617e+01      3.5730e+01 52361 47639
     3.2449e+00     -1.8568e+02      3.5234e+04        7.2030e-04     -1.3176e+01      3.7675e+01 50798 49202
