# T EMEAN E2MEAN CV MMEAN  Mmean |M|mean siflips noflips 
     6.0000e+00     -2.8408e+00      2.6031e+01        4.9892e-06     -1.0500e-02      2.3147e+00 64713 35287
     5.8980e+00     -2.8390e+00      2.5946e+01        5.1416e-06     -2.1000e-03      2.3115e+00 64537 35463
     5.7959e+00     -2.9318e+00      2.6677e+01        5.3827e-06     -1.3960e-02      2.3452e+00 63208 36792
     5.6939e+00     -2.9417e+00      2.6691e+01        5.5637e-06      2.4800e-02      2.3456e+00 63238 36762
     5.5918e+00     -3.0206e+00      2.7032e+01        5.7271e-06      1.9620e-02      2.3683e+00 62232 37768
     5.4898e+00     -3.0657e+00      2.7332e+01        5.9507e-06     -1.5740e-02      2.3857e+00 61846 38154
     5.3878e+00     -3.1114e+00      2.7671e+01        6.1976e-06     -3.9200e-02      2.3995e+00 60904 39096
     5.2857e+00     -3.1592e+00      2.7890e+01        6.4102e-06      2.3000e-02      2.4130e+00 60326 39674
     5.1837e+00     -3.2795e+00      2.8753e+01        6.6978e-06      1.5360e-02      2.4529e+00 59025 40975
     5.0816e+00     -3.3390e+00      2.9078e+01        6.9429e-06     -1.4880e-02      2.4708e+00 58260 41740
     4.9796e+00     -3.4890e+00      3.0067e+01        7.2161e-06     -2.8120e-02      2.5190e+00 56610 43390
     4.8776e+00     -3.5080e+00      3.0185e+01        7.5151e-06      2.6580e-02      2.5243e+00 56301 43699
     4.7755e+00     -3.5761e+00      3.0687e+01        7.8486e-06     -3.7380e-02      2.5479e+00 55026 44974
     4.6735e+00     -3.6922e+00      3.1489e+01        8.1753e-06     -3.4740e-02      2.5850e+00 53981 46019
     4.5714e+00     -3.7470e+00      3.1846e+01        8.5205e-06     -7.9440e-02      2.6022e+00 53307 46693
     4.4694e+00     -3.8125e+00      3.2228e+01        8.8573e-06     -1.0438e-01      2.6210e+00 52181 47819
     4.3673e+00     -3.9065e+00      3.2907e+01        9.2516e-06     -3.2700e-02      2.6525e+00 51153 48847
     4.2653e+00     -4.0530e+00      3.3919e+01        9.6149e-06      8.0200e-03      2.6989e+00 49226 50774
     4.1633e+00     -4.1610e+00      3.4610e+01        9.9790e-06     -7.4180e-02      2.7337e+00 48179 51821
     4.0612e+00     -4.1712e+00      3.4758e+01        1.0525e-05      9.2740e-02      2.7373e+00 47794 52206
     3.9592e+00     -4.3402e+00      3.5930e+01        1.0904e-05     -4.3460e-02      2.7920e+00 45737 54263
     3.8571e+00     -4.4025e+00      3.6501e+01        1.1507e-05     -4.0440e-02      2.8133e+00 44807 55193
     3.7551e+00     -4.5642e+00      3.7592e+01        1.1886e-05     -1.2436e-01      2.8682e+00 42847 57153
     3.6531e+00     -4.7406e+00      3.8890e+01        1.2302e-05     -8.8540e-02      2.9220e+00 40883 59117
     3.5510e+00     -4.8733e+00      3.9841e+01        1.2762e-05      4.6360e-02      2.9673e+00 39333 60667
     3.4490e+00     -4.9740e+00      4.0620e+01        1.3349e-05      6.6800e-02      3.0012e+00 37738 62262
     3.3469e+00     -5.1612e+00      4.1971e+01        1.3687e-05      3.2720e-02      3.0627e+00 35476 64524
     3.2449e+00     -5.1542e+00      4.1884e+01        1.4548e-05      8.5760e-02      3.0574e+00 35554 64446
     3.1429e+00     -5.4080e+00      4.3741e+01        1.4675e-05     -1.8200e-03      3.1417e+00 32545 67455
     3.0408e+00     -5.5494e+00      4.4865e+01        1.5216e-05     -9.6800e-02      3.1884e+00 30751 69249
     2.9388e+00     -5.6989e+00      4.6028e+01        1.5690e-05      4.6320e-02      3.2380e+00 28702 71298
     2.8367e+00     -5.8361e+00      4.7024e+01        1.6110e-05      8.5000e-03      3.2825e+00 27052 72948
     2.7347e+00     -5.9997e+00      4.8270e+01        1.6412e-05      1.0458e-01      3.3367e+00 24748 75252
     2.6327e+00     -6.1514e+00      4.9407e+01        1.6689e-05     -4.0260e-02      3.3854e+00 22997 77003
     2.5306e+00     -6.3702e+00      5.1128e+01        1.6472e-05      2.9500e-02      3.4587e+00 20453 79547
     2.4286e+00     -6.5445e+00      5.2490e+01        1.6379e-05     -1.4812e-01      3.5157e+00 18122 81878
     2.3265e+00     -6.7537e+00      5.4148e+01        1.5771e-05      1.2060e-01      3.5878e+00 15734 84266
     2.2245e+00     -6.8955e+00      5.5281e+01        1.5626e-05     -1.7580e-02      3.6340e+00 13788 86212
     2.1224e+00     -6.9506e+00      5.5670e+01        1.6336e-05      1.7810e-01      3.6504e+00 13066 86934
     2.0204e+00     -7.1346e+00      5.7127e+01        1.5247e-05     -1.2844e-01      3.7115e+00 10772 89228
     1.9184e+00     -7.3266e+00      5.8638e+01        1.3477e-05      7.4120e-02      3.7754e+00 8482 91518
     1.8163e+00     -7.4922e+00      5.9953e+01        1.1580e-05      7.8980e-02      3.8312e+00 6328 93672
     1.7143e+00     -7.5588e+00      6.0481e+01        1.1383e-05      6.5140e-02      3.8528e+00 5502 94498
     1.6122e+00     -7.7062e+00      6.1654e+01        8.7311e-06      4.6504e-01      3.9026e+00 3680 96320
     1.5102e+00     -7.7602e+00      6.2084e+01        8.1718e-06      4.7420e-02      3.9195e+00 2974 97026
     1.4082e+00     -7.8272e+00      6.2618e+01        6.8209e-06     -4.8134e-01      3.9421e+00 2144 97856
     1.3061e+00     -7.8842e+00      6.3075e+01        5.3611e-06      8.5260e-02      3.9612e+00 1417 98583
     1.2041e+00     -7.9526e+00      6.3621e+01        2.5978e-06     -6.2080e-01      3.9844e+00 597 99403
     1.1020e+00     -7.9648e+00      6.3718e+01        2.3085e-06     -4.9504e-01      3.9879e+00 450 99550
