# T EMEAN E2MEAN CV MMEAN  Mmean |M|mean siflips noflips 
     6.0000e+00     -2.2243e+01      6.5160e+02        8.7133e-05      3.2600e-02      9.4138e+00 37313 12687
     5.8980e+00     -2.3145e+01      6.7800e+02        8.1819e-05      5.6816e-01      9.2890e+00 37002 12998
     5.7959e+00     -2.3062e+01      6.7617e+02        8.5915e-05     -2.1176e-01      9.6318e+00 36749 13251
     5.6939e+00     -2.3640e+01      7.0981e+02        9.3114e-05      5.9932e-01      1.0145e+01 36589 13411
     5.5918e+00     -2.4772e+01      7.6628e+02        9.7634e-05      4.2576e-01      1.0039e+01 36014 13986
     5.4898e+00     -2.4380e+01      7.4290e+02        9.8558e-05     -1.1301e+00      1.0228e+01 36141 13859
     5.3878e+00     -2.5366e+01      7.8106e+02        9.4832e-05     -1.5420e-01      1.0249e+01 35734 14266
     5.2857e+00     -2.5933e+01      8.1952e+02        1.0522e-04      1.4248e+00      1.0367e+01 35376 14624
     5.1837e+00     -2.5050e+01      7.8779e+02        1.1930e-04      9.8628e-01      9.9288e+00 35328 14672
     5.0816e+00     -2.7070e+01      8.8295e+02        1.1630e-04      1.3645e+00      1.0713e+01 34780 15220
     4.9796e+00     -2.7208e+01      8.9927e+02        1.2822e-04     -5.3580e-01      1.0631e+01 34596 15404
     4.8776e+00     -2.8549e+01      9.8028e+02        1.3892e-04      1.3464e-01      1.0498e+01 34264 15736
     4.7755e+00     -2.8913e+01      9.8921e+02        1.3440e-04     -1.4780e+00      1.1703e+01 33917 16083
     4.6735e+00     -3.0017e+01      1.0541e+03        1.4014e-04     -2.0476e+00      1.1056e+01 33326 16674
     4.5714e+00     -3.0418e+01      1.0734e+03        1.4178e-04      9.1040e-02      1.1059e+01 33032 16968
     4.4694e+00     -3.0784e+01      1.1089e+03        1.6144e-04     -6.3440e-01      1.1577e+01 32903 17097
     4.3673e+00     -3.1661e+01      1.1585e+03        1.6362e-04     -3.4212e-01      1.2180e+01 32280 17720
     4.2653e+00     -3.3860e+01      1.3305e+03        2.0229e-04     -2.1784e-01      1.3247e+01 31504 18496
     4.1633e+00     -3.3623e+01      1.2973e+03        1.9244e-04      1.2973e+00      1.1996e+01 31421 18579
     4.0612e+00     -3.4823e+01      1.3843e+03        2.0816e-04      3.0208e-01      1.2714e+01 30814 19186
     3.9592e+00     -3.5791e+01      1.4493e+03        2.1476e-04     -3.4884e-01      1.3120e+01 30286 19714
