# T EMEAN E2MEAN CV MMEAN  Mmean |M|mean siflips noflips 
     6.0000e+00     -2.2358e+01      6.4653e+02        8.1470e-07      2.8779e-02      9.6468e+00 3729095 1270905
     5.8800e+00     -2.2866e+01      6.7171e+02        8.6115e-07      1.0035e-01      9.7879e+00 3701148 1298852
     5.7600e+00     -2.3399e+01      6.9590e+02        8.9436e-07     -8.6395e-02      9.8844e+00 3671529 1328471
     5.6400e+00     -2.3918e+01      7.2143e+02        9.3906e-07      3.0524e-02      1.0012e+01 3642996 1357004
     5.5200e+00     -2.4459e+01      7.4837e+02        9.8545e-07     -5.0174e-02      1.0166e+01 3613615 1386385
     5.4000e+00     -2.5169e+01      7.8536e+02        1.0417e-06      9.1400e-04      1.0324e+01 3577691 1422309
     5.2800e+00     -2.5786e+01      8.1831e+02        1.1005e-06     -1.2523e-01      1.0475e+01 3545926 1454074
     5.1600e+00     -2.6406e+01      8.5267e+02        1.1670e-06      2.7716e-02      1.0637e+01 3510281 1489719
     5.0400e+00     -2.7131e+01      8.9171e+02        1.2253e-06      2.2222e-02      1.0789e+01 3471689 1528311
     4.9200e+00     -2.8009e+01      9.4299e+02        1.3094e-06     -1.8752e-03      1.0991e+01 3430425 1569575
     4.8000e+00     -2.8688e+01      9.8186e+02        1.3790e-06     -2.1116e-02      1.1179e+01 3393077 1606923
     4.6800e+00     -2.9553e+01      1.0345e+03        1.4714e-06     -5.7337e-02      1.1471e+01 3350661 1649339
     4.5600e+00     -3.0581e+01      1.0999e+03        1.5844e-06      3.3361e-02      1.1736e+01 3299477 1700523
     4.4400e+00     -3.1498e+01      1.1576e+03        1.6789e-06      2.1761e-01      1.1960e+01 3251217 1748783
     4.3200e+00     -3.2469e+01      1.2226e+03        1.8045e-06      8.3850e-02      1.2200e+01 3204578 1795422
     4.2000e+00     -3.3634e+01      1.3023e+03        1.9387e-06      3.6438e-02      1.2751e+01 3145599 1854401
     4.0800e+00     -3.4910e+01      1.3947e+03        2.1151e-06     -2.5833e-01      1.3043e+01 3084504 1915496
     3.9600e+00     -3.6184e+01      1.4896e+03        2.3003e-06     -1.2087e-01      1.3465e+01 3023567 1976433
     3.8400e+00     -3.7755e+01      1.6113e+03        2.5215e-06     -3.1011e-02      1.4109e+01 2949962 2050038
     3.7200e+00     -3.9215e+01      1.7293e+03        2.7670e-06     -1.0663e-01      1.4599e+01 2882219 2117781
     3.6000e+00     -4.0994e+01      1.8789e+03        3.0614e-06     -4.1870e-02      1.5396e+01 2799059 2200941
     3.4800e+00     -4.2845e+01      2.0433e+03        3.4287e-06      1.0225e-01      1.6224e+01 2715414 2284586
     3.3600e+00     -4.5314e+01      2.2769e+03        3.9612e-06      3.0560e-02      1.7527e+01 2610092 2389908
     3.2400e+00     -4.7501e+01      2.4902e+03        4.4550e-06      1.5667e-01      1.8491e+01 2513918 2486082
     3.1200e+00     -5.0470e+01      2.8012e+03        5.2171e-06      4.0820e-01      2.0100e+01 2391106 2608894
     3.0000e+00     -5.4030e+01      3.1993e+03        6.2234e-06      2.8814e-01      2.2373e+01 2249010 2750990
     2.8800e+00     -5.7747e+01      3.6443e+03        7.4633e-06     -1.1098e+00      2.4591e+01 2103789 2896211
     2.7600e+00     -6.2520e+01      4.2587e+03        9.1879e-06      1.7760e+00      2.7581e+01 1926387 3073613
     2.6400e+00     -6.8451e+01      5.0806e+03        1.1338e-05      8.5148e-01      3.1644e+01 1716382 3283618
     2.5200e+00     -7.7522e+01      6.4472e+03        1.3779e-05      1.1994e+00      3.8309e+01 1417297 3582703
     2.4000e+00     -8.5311e+01      7.7155e+03        1.5196e-05      3.6838e+00      4.3173e+01 1166566 3833434
     2.2800e+00     -9.4320e+01      9.2839e+03        1.4911e-05     -4.0192e+00      4.8977e+01 888747 4111253
     2.1600e+00     -1.0333e+02      1.0969e+04        1.2546e-05     -5.0879e+00      5.4258e+01 628349 4371651
     2.0400e+00     -1.0978e+02      1.2264e+04        1.0230e-05      1.6081e+01      5.7390e+01 450098 4549902
     1.9200e+00     -1.1496e+02      1.3358e+04        7.6706e-06     -3.2887e+01      5.9685e+01 308848 4691152
     1.8000e+00     -1.1904e+02      1.4261e+04        5.5472e-06      6.1256e+01      6.1256e+01 204906 4795094
     1.6800e+00     -1.2189e+02      1.4916e+04        4.1735e-06      6.2211e+01      6.2211e+01 135743 4864257
     1.5600e+00     -1.2404e+02      1.5422e+04        3.0402e-06      6.2884e+01      6.2884e+01 86248 4913752
     1.4400e+00     -1.2558e+02      1.5791e+04        2.0805e-06      6.3342e+01      6.3342e+01 50825 4949175
     1.3200e+00     -1.2656e+02      1.6029e+04        1.4456e-06      6.3615e+01      6.3615e+01 29650 4970350
     1.2000e+00     -1.2726e+02      1.6202e+04        8.6007e-07      6.3808e+01      6.3808e+01 14908 4985092
     1.0800e+00     -1.2767e+02      1.6302e+04        4.7417e-07      6.3914e+01      6.3914e+01 6774 4993226
     9.6000e-01     -1.2788e+02      1.6353e+04        2.2100e-07      6.3969e+01      6.3969e+01 2552 4997448
     8.4000e-01     -1.2796e+02      1.6375e+04        7.9696e-08      6.3991e+01      6.3991e+01 724 4999276
     7.2000e-01     -1.2799e+02      1.6382e+04        1.7847e-08      6.3998e+01      6.3998e+01 128 4999872
     6.0000e-01     -1.2800e+02      1.6384e+04        3.5406e-09      6.4000e+01      6.4000e+01 22 4999978
     4.8000e-01     -1.2800e+02      1.6384e+04       -2.8444e-09      6.4000e+01      6.4000e+01 0 5000000
     3.6000e-01     -1.2800e+02      1.6384e+04       -5.0568e-09      6.4000e+01      6.4000e+01 0 5000000
     2.4000e-01     -1.2800e+02      1.6384e+04       -1.1378e-08      6.4000e+01      6.4000e+01 0 5000000
     1.2000e-01     -1.2800e+02      1.6384e+04       -4.5511e-08      6.4000e+01      6.4000e+01 0 5000000
