
 Elemento 1 
22.732 12.477 6.2318 3.884 -28.964 -16.361
12.477 35.277 1.884 -19.969 -14.361 -15.308
6.2318 1.884 26.343 -12.878 -32.575 10.994
3.884 -19.969 -12.878 27.178 8.994 -7.2094
-28.964 -14.361 -32.575 8.994 61.539 5.3673
-16.361 -15.308 10.994 -7.2094 5.3673 22.517

 Elemento 2 
30.373 -16.664 -30.008 16.814 -0.36519 -0.14914
-16.664 46.8 14.814 -16.609 1.8509 -30.19
-30.008 14.814 48.084 -4.8648 -18.077 -9.9488
16.814 -16.609 -4.8648 17.861 -11.949 -1.2512
-0.36519 1.8509 -18.077 -11.949 18.442 10.098
-0.14914 -30.19 -9.9488 -1.2512 10.098 31.442

 Elemento 3 
30.767 -16.881 -25.056 14.097 -5.7107 2.7838
-16.881 47.407 12.097 -8.9804 4.7838 -38.427
-25.056 12.097 38.607 -0.15 -13.55 -11.947
14.097 -8.9804 -0.15 13.514 -13.947 -4.5333
-5.7107 4.7838 -13.55 -13.947 19.261 9.1633
2.7838 -38.427 -11.947 -4.5333 9.1633 42.96

 Elemento 4 
37.419 19.075 -1.7241 -4.7248 -35.695 -14.35
19.075 42.519 -6.7248 -29.486 -12.35 -13.033
-1.7241 -6.7248 15.045 -7.1418 -13.321 13.867
-4.7248 -29.486 -7.1418 33.619 11.867 -4.1326
-35.695 -12.35 -13.321 11.867 49.016 0.48323
-14.35 -13.033 13.867 -4.1326 0.48323 17.165

 Elemento 5 
35.845 -10.373 -24.238 -3.0362 -11.606 13.409
-10.373 19.285 -5.0362 2.5856 15.409 -21.871
-24.238 -5.0362 32.013 14.722 -7.7747 -9.6862
-3.0362 2.5856 14.722 29.385 -11.686 -31.97
-11.606 15.409 -7.7747 -11.686 19.381 -3.7225
13.409 -21.871 -9.6862 -31.97 -3.7225 53.841

 Elemento 6 
15.055 -5.7555 -12.413 15.081 -2.6422 -9.3258
-5.7555 37.696 13.081 -10.437 -7.3258 -27.259
-12.413 13.081 47.431 -5.0881 -35.017 -7.9933
15.081 -10.437 -5.0881 17.745 -9.9933 -7.3084
-2.6422 -7.3258 -35.017 -9.9933 37.66 17.319
-9.3258 -27.259 -7.9933 -7.3084 17.319 34.567

 Elemento 7 
16.024 7.8616 1.7945 7.7298 -17.819 -15.591
7.8616 34.735 5.7298 -22.602 -13.591 -12.133
1.7945 5.7298 35.148 -15.736 -36.942 10.006
7.7298 -22.602 -15.736 30.83 8.0062 -8.2273
-17.819 -13.591 -36.942 8.0062 54.761 5.5852
-15.591 -12.133 10.006 -8.2273 5.5852 20.36

 Elemento 8 
32.51 14.749 -1.5843 -7.0499 -30.926 -7.6988
14.749 29.15 -9.0499 -25.918 -5.6988 -3.2316
-1.5843 -9.0499 17.303 -7.0649 -15.718 16.115
-7.0499 -25.918 -7.0649 42.256 14.115 -16.338
-30.926 -5.6988 -15.718 14.115 46.644 -8.416
-7.6988 -3.2316 16.115 -16.338 -8.416 19.569

 Elemento 9 
29.053 13.18 -4.0791 -8.1817 -24.973 -4.9984
13.18 26.05 -10.182 -28.155 -2.9984 2.1057
-4.0791 -10.182 19.848 -6.4261 -15.769 16.608
-8.1817 -28.155 -6.4261 51.929 14.608 -23.773
-24.973 -2.9984 -15.769 14.608 40.743 -11.609
-4.9984 2.1057 16.608 -23.773 -11.609 21.668

 Elemento 10 
34.491 7.2999 -8.323 -12.758 -26.168 5.4581
7.2999 15.409 -14.758 -15.147 7.4581 -0.26189
-8.323 -14.758 18.245 2.7785 -9.9218 11.98
-12.758 -15.147 2.7785 51.232 9.9795 -36.084
-26.168 7.4581 -9.9218 9.9795 36.089 -17.438
5.4581 -0.26189 11.98 -36.084 -17.438 36.346

 Elemento 11 
13.092 -1.5428 -8.965 14.754 -4.1269 -13.211
-1.5428 37.023 12.754 -18.989 -11.211 -18.034
-8.965 12.754 48.914 -13.072 -39.949 0.31857
14.754 -18.989 -13.072 24.865 -1.6814 -5.8759
-4.1269 -11.211 -39.949 -1.6814 44.075 12.892
-13.211 -18.034 0.31857 -5.8759 12.892 23.91

 Elemento 12 
45.391 5.8109 -13.541 -13.376 -31.85 7.5647
5.8109 17.453 -15.376 -12.12 9.5647 -5.3338
-13.541 -15.376 16.377 6.4804 -2.8358 8.8951
-13.376 -12.12 6.4804 40.501 6.8951 -28.382
-31.85 9.5647 -2.8358 6.8951 34.686 -16.46
7.5647 -5.3338 8.8951 -28.382 -16.46 33.715

 Elemento 13 
12.885 4.4439 -4.7502 9.4807 -8.1351 -13.925
4.4439 33.236 7.4807 -30.876 -11.925 -2.3598
-4.7502 7.4807 45.211 -21.845 -40.461 14.365
9.4807 -30.876 -21.845 45.533 12.365 -14.657
-8.1351 -11.925 -40.461 12.365 48.596 -0.43998
-13.925 -2.3598 14.365 -14.657 -0.43998 17.017

 Elemento 14 
20.112 -10.612 -17.521 13.864 -2.5909 -3.252
-10.612 39.27 11.864 -5.7188 -1.252 -33.551
-17.521 11.864 43.108 0.3319 -25.587 -12.196
13.864 -5.7188 0.3319 15.093 -14.196 -9.3743
-2.5909 -1.252 -25.587 -14.196 28.178 15.448
-3.252 -33.551 -12.196 -9.3743 15.448 42.925

 Elemento 15 
20.24 11.1 1.5514 2.6061 -21.792 -13.706
11.1 33.931 0.60605 -27.014 -11.706 -6.9169
1.5514 0.60605 27.786 -14.992 -29.338 14.386
2.6061 -27.014 -14.992 38.011 12.386 -10.997
-21.792 -11.706 -29.338 12.386 51.13 -0.68002
-13.706 -6.9169 14.386 -10.997 -0.68002 17.914

 Elemento 16 
20.674 8.8608 -5.9955 6.5622 -14.678 -15.423
8.8608 49.363 4.5622 -37.46 -13.423 -11.903
-5.9955 4.5622 28.826 -15.581 -22.831 11.019
6.5622 -37.46 -15.581 39.772 9.019 -2.3119
-14.678 -13.423 -22.831 9.019 37.509 4.404
-15.423 -11.903 11.019 -2.3119 4.404 14.215

 Elemento 17 
19.454 8.3383 -1.6206 8.4373 -17.834 -16.776
8.3383 46.452 6.4373 -27.014 -14.776 -19.438
-1.6206 6.4373 28.92 -13.634 -27.3 7.1971
8.4373 -27.014 -13.634 27.766 5.1971 -0.75154
-17.834 -14.776 -27.3 5.1971 45.134 9.5785
-16.776 -19.438 7.1971 -0.75154 9.5785 20.189

 Elemento 18 
17.525 9.3994 -2.1502 2.6577 -15.374 -12.057
9.3994 32.852 0.65774 -32.994 -10.057 0.14184
-2.1502 0.65774 32.219 -17.688 -30.069 17.03
2.6577 -32.994 -17.688 50.182 15.03 -17.189
-15.374 -10.057 -30.069 15.03 45.443 -4.9727
-12.057 0.14184 17.03 -17.189 -4.9727 17.047

 Elemento 19 
46.653 4.7266 -11.444 -12.936 -35.208 8.2099
4.7266 17.332 -14.936 -9.7226 10.21 -7.6091
-11.444 -14.936 14.811 5.337 -3.3665 9.5995
-12.936 -9.7226 5.337 37.765 7.5995 -28.042
-35.208 10.21 -3.3665 7.5995 38.575 -17.809
8.2099 -7.6091 9.5995 -28.042 -17.809 35.651

 Elemento 20 
48.693 12.584 -20.149 -15.679 -28.543 3.0951
12.584 24.219 -17.679 -23.977 5.0951 -0.24134
-20.149 -17.679 19.839 8.6767 0.31065 9.0022
-15.679 -23.977 8.6767 46.861 7.0022 -22.884
-28.543 5.0951 0.31065 7.0022 28.233 -12.097
