5 Nodos 
4 Elementos 
2 Nodos por elemento 
2 grados de libertad por nodo 
Elementos 
 #Elemento n1 n2 A(m^2)  E (Pa) 
 1  1  2  2.0000e+02  2.9000e+07  
 2  2  3  2.0000e+02  2.9000e+07  
 3  3  4  2.0000e+02  2.9000e+07  
 4  4  5  2.0000e+02  2.9000e+07  
Fin Elementos 
Nodos 
 #nodo X Y  vins  Ux  Fx 
1  0.0000  0.0  1  2  0.0000  0.0000 -7500.0000  -112500.0000 
2  90.0000  0.0  -1  -2  0.0000  0.0000 -15000.0000  0.0000 
3  180.0000  0.0  -1  -2  0.0000  0.0000 -15000.0000  0.0000 
4  270.0000  0.0  -1  -2  0.0000  0.0000 -15000.0000  0.0000 
5  360.0000  0.0  1  -2  0.0000  0.0000 -7500.0000  112500.0000 
Fin Nodos 
Resultados Desplazamientos
1 0.0000e+00 
2 -1.1783e+00 
3 -2.5138e+00 
4 -2.1210e+00 
5 0.0000e+00 
Resultados Angulos
1 0.0000e+00 
2 -1.9203e-02 
3 -6.9828e-03 
4 1.5711e-02 
5 2.7931e-02 
Resultados Fuerzas
1 3.0000e+04 
2 -1.5000e+04 
3 -1.5000e+04 
4 -1.5000e+04 
5 1.5000e+04 
Resultados Momentos
1 2.5875e+06 
2 0.0000e+00 
3 0.0000e+00 
4 0.0000e+00 
5 1.1250e+05 
